timestamp,type,data
12322.48,TRIAL_START,Soon we will return from the city.
22959.37,GAZE,-0.01251751;-0.2333076
22976.83,GAZE,-0.01077837;-0.2327795
22988.57,GAZE,-0.009053454;-0.2323901
23000.87,GAZE,-0.006413847;-0.2323894
23022.45,GAZE,-0.003707126;-0.2334346
23036.99,GAZE,-0.003055438;-0.2343364
23043.7,GAZE,-0.00238277;-0.2348316
23056.94,GAZE,-0.001316369;-0.2349308
23070.94,GAZE,-0.002001628;-0.2360321
23084.2,GAZE,-0.007118896;-0.2378878
23097.77,GAZE,-0.008319259;-0.2384173
23112.04,GAZE,-0.009061381;-0.2388852
23126.6,GAZE,-0.008678064;-0.2393048
23140.27,GAZE,-0.007917598;-0.2391898
23154.1,GAZE,-0.007069781;-0.2388624
23166.75,GAZE,-0.006731436;-0.2386501
23180.52,GAZE,-0.006420821;-0.2384341
23195.04,GAZE,-0.006260365;-0.2382454
23208.64,GAZE,-0.00628148;-0.2381535
23223.39,GAZE,-0.006396949;-0.2381296
23237.45,GAZE,-0.00651589;-0.2382215
23250.61,GAZE,-0.006640106;-0.2382688
23265.07,GAZE,-0.006789953;-0.2382736
23279.8,GAZE,-0.006994486;-0.2384499
23293.37,GAZE,-0.007186383;-0.2386357
23307.74,GAZE,-0.007261977;-0.2386733
23321.36,GAZE,-0.007262513;-0.2386477
23335.03,GAZE,-0.007184714;-0.2386269
23348.17,GAZE,-0.007080331;-0.238575
23362.81,GAZE,-0.006908119;-0.2384984
23376.5,GAZE,-0.006787926;-0.2384435
23391.02,GAZE,-0.006564841;-0.2383322
23404.93,GAZE,-0.006448001;-0.2383293
23418.23,GAZE,-0.006363705;-0.2384027
23432.53,GAZE,-0.006309107;-0.2383997
23446.23,GAZE,-0.006280959;-0.238399
23460.29,GAZE,-0.006236374;-0.2383058
23474.79,GAZE,-0.006134912;-0.238146
23487.45,GAZE,-0.006064311;-0.2380541
23502.37,GAZE,-0.006036103;-0.2381961
23516.47,GAZE,-0.006072238;-0.2383257
23530.64,GAZE,-0.006020844;-0.238641
23544.55,GAZE,-0.005968511;-0.2386456
23557.63,GAZE,-0.005969554;-0.238654
23572.2,GAZE,-0.005930007;-0.2386529
23585.54,GAZE,-0.005887076;-0.2386696
23599.45,GAZE,-0.005813375;-0.2386965
23613.59,GAZE,-0.005748883;-0.2387195
23627.23,GAZE,-0.005702481;-0.2387411
23642.23,GAZE,-0.005700767;-0.2387108
23655.06,GAZE,-0.005720973;-0.2386594
23668.73,GAZE,-0.005819708;-0.2384674
23683.34,GAZE,-0.005867541;-0.2383859
23696.82,GAZE,-0.005922332;-0.2384013
23711.42,GAZE,-0.005938411;-0.2385815
23725.24,GAZE,-0.005907357;-0.2386582
23739.34,GAZE,-0.005807593;-0.2387671
23752.99,GAZE,-0.005699992;-0.2388263
23765.77,GAZE,-0.005558625;-0.2388626
23779.18,GAZE,-0.005433634;-0.2388967
23794.72,GAZE,-0.005338833;-0.2389159
23808.03,GAZE,-0.005338758;-0.2389157
23822.33,GAZE,-0.005079657;-0.2388992
23835.65,GAZE,-0.004787296;-0.2389054
23849.6,GAZE,-0.004631206;-0.2388897
23863.23,GAZE,-0.004504427;-0.2388455
23877.54,GAZE,-0.004378989;-0.2388283
23891.97,GAZE,-0.004298449;-0.2388568
23906.32,GAZE,-0.004210964;-0.2388405
23920.46,GAZE,-0.004111081;-0.2388102
23933.16,GAZE,-0.004086763;-0.2388142
23947.41,GAZE,-0.004090473;-0.2387369
23961.4,GAZE,-0.004113868;-0.238728
23975.13,GAZE,-0.004134029;-0.2387516
23989.53,GAZE,-0.004134685;-0.2387259
24003.2,GAZE,-0.004092082;-0.2387073
24017.44,GAZE,-0.00404121;-0.2387568
24031.32,GAZE,-0.004001185;-0.2387979
24044.93,GAZE,-0.003954798;-0.238824
24058.02,GAZE,-0.003946871;-0.2388047
24072.96,GAZE,-0.003938735;-0.2387441
24085.54,GAZE,-0.003957316;-0.2387042
24099.61,GAZE,-0.003936529;-0.2387011
24114.59,GAZE,-0.003898472;-0.2387193
24127.88,GAZE,-0.003836155;-0.2387128
24141.6,GAZE,-0.003768608;-0.2387296
24156.8,GAZE,-0.003742218;-0.2387788
24169.75,GAZE,-0.00372234;-0.2388075
24183.75,GAZE,-0.00372;-0.2387974
24197.79,GAZE,-0.003731385;-0.2388082
24211.23,GAZE,-0.003735304;-0.2387991
24225.74,GAZE,-0.003696695;-0.2388426
24240.73,GAZE,-0.003604099;-0.2388945
24252.97,GAZE,-0.00356333;-0.2389051
24266.88,GAZE,-0.00351131;-0.2389267
24280.91,GAZE,-0.003461078;-0.2389561
24294.9,GAZE,-0.003369957;-0.2390069
24309.32,GAZE,-0.003306851;-0.2390254
24324.08,GAZE,-0.00325945;-0.239045
24337.13,GAZE,-0.003222197;-0.2390677
24351.28,GAZE,-0.003187761;-0.2390724
24365.12,GAZE,-0.003162235;-0.2390765
24378.83,GAZE,-0.003078148;-0.2391069
24392.59,GAZE,-0.002994835;-0.2391156
24407.04,GAZE,-0.002913654;-0.2391396
24421.09,GAZE,-0.002849415;-0.239167
24434.12,GAZE,-0.002811104;-0.2391966
24447.7,GAZE,-0.002773836;-0.2392332
24462.73,GAZE,-0.002727166;-0.2392607
24476.6,GAZE,-0.002686366;-0.2392403
24490.52,GAZE,-0.002663627;-0.2392341
24503.77,GAZE,-0.002632827;-0.2392382
24517.61,GAZE,-0.00262095;-0.2392277
24532.67,GAZE,-0.002634481;-0.2392432
24545.23,GAZE,-0.002605543;-0.2392726
24558.98,GAZE,-0.002557099;-0.2393357
24573.66,GAZE,-0.00243102;-0.2394176
24587.76,GAZE,-0.00225006;-0.2394761
24601.03,GAZE,-0.001936615;-0.239574
24614.98,GAZE,-0.001677498;-0.2396553
24629.35,GAZE,-0.001361027;-0.2397901
24642.92,GAZE,-0.001077101;-0.2399313
24656.92,GAZE,-0.0008144379;-0.2400781
24671.43,GAZE,-0.0003968179;-0.240296
