timestamp,type,data
60296,88,TRIAL_START,correct your diction immediately
60319,53,TEXT_CHANGE
60319,53,CTX_POS
60319,53,KEY_POS
60341,41,GAZE
60364,16,GAZE
60374,78,GAZE
60385,78,GAZE
60396,79,GAZE
60408,07,GAZE
60419,28,GAZE
60430,13,GAZE
60441,26,GAZE
60452,41,GAZE
60463,23,GAZE
60475,21,GAZE
60487,08,GAZE
60496,74,GAZE
60507,42,GAZE
60519,15,GAZE
60529,91,GAZE
60541,26,GAZE
60552,13,GAZE
60563,32,GAZE
60574,1,GAZE
60585,63,GAZE
60596,54,GAZE
60608,GAZE,-0
60618,97,GAZE
60630,14,GAZE
60641,29,GAZE
60652,68,GAZE
60663,93,GAZE
60675,69,GAZE
60685,79,GAZE
60697,05,GAZE
60707,87,GAZE
60719,28,GAZE
60730,13,GAZE
60741,36,GAZE
60752,52,GAZE
60763,55,GAZE
60774,98,GAZE
60785,94,GAZE
60797,05,GAZE
60808,25,GAZE
60819,24,GAZE
60830,54,GAZE
60841,45,GAZE
60852,48,GAZE
60864,01,GAZE
60875,47,GAZE
60885,8,GAZE
60897,09,GAZE
60908,25,GAZE
60919,23,GAZE
60930,29,GAZE
60941,46,GAZE
60952,36,GAZE
60964,2,GAZE
60974,95,GAZE
60986,18,GAZE
60997,13,GAZE
61009,04,GAZE
61019,02,GAZE
61030,38,GAZE
61041,02,GAZE
61052,25,GAZE
61063,62,GAZE
61074,83,GAZE
61085,6,GAZE
61096,7,GAZE
61107,97,GAZE
61119,54,GAZE
61130,21,GAZE
61141,55,GAZE
61152,62,GAZE
61163,55,GAZE
61175,12,GAZE
61186,27,GAZE
61197,GAZE,-0
61208,88,GAZE
61218,9,GAZE
61230,12,GAZE
61241,59,GAZE
61252,65,GAZE
61263,75,GAZE
61275,56,GAZE
61285,83,GAZE
61297,03,GAZE
61308,07,GAZE
61319,28,GAZE
61330,46,GAZE
61341,7,GAZE
61352,96,GAZE
61364,09,GAZE
61375,16,GAZE
61386,03,GAZE
61397,13,GAZE
61408,06,GAZE
61419,23,GAZE
61430,12,GAZE
61441,16,GAZE
61452,51,GAZE
61463,97,GAZE
61475,11,GAZE
61487,34,GAZE
61496,51,GAZE
61507,97,GAZE
61518,76,GAZE
61529,71,GAZE
61540,77,GAZE
61552,22,GAZE
61563,35,GAZE
61574,33,GAZE
61585,47,GAZE
61596,6,GAZE
61608,32,GAZE
61619,78,GAZE
61630,46,GAZE
61642,05,GAZE
61652,97,GAZE
61663,91,GAZE
61675,16,GAZE
61685,56,GAZE
61697,06,GAZE
61708,32,GAZE
61719,03,GAZE
61730,01,GAZE
61741,81,GAZE
61752,76,GAZE
61763,79,GAZE
61774,76,GAZE
61785,65,GAZE
61796,45,GAZE
61807,74,GAZE
61818,98,GAZE
61830,23,GAZE
61841,57,GAZE
61852,96,GAZE
61867,27,GAZE
61886,06,GAZE
61896,88,GAZE
61908,46,GAZE
61919,06,GAZE
61930,48,GAZE
61941,69,GAZE
61952,46,GAZE
61963,44,GAZE
61975,18,GAZE
61985,9,GAZE
61996,82,GAZE
62008,18,GAZE
62019,43,GAZE
62030,39,GAZE
62041,41,GAZE
62052,84,GAZE
62064,GAZE,-0
62074,77,GAZE
62086,23,GAZE
62097,52,GAZE
62108,17,GAZE
62119,28,GAZE
62130,55,GAZE
62141,66,GAZE
62152,57,GAZE
62163,9,GAZE
62175,25,GAZE
62185,68,GAZE
62197,33,GAZE
62208,14,GAZE
62219,36,GAZE
62230,41,GAZE
62241,64,GAZE
62252,72,GAZE
62263,7,GAZE
62274,87,GAZE
62285,92,GAZE
62297,45,GAZE
62308,42,GAZE
62319,41,GAZE
62330,57,GAZE
62341,73,GAZE
62352,98,GAZE
62363,71,GAZE
62375,69,GAZE
62386,01,GAZE
62397,34,GAZE
62408,36,GAZE
62419,2,GAZE
62430,35,GAZE
62441,42,GAZE
62453,23,GAZE
62463,48,GAZE
62475,26,GAZE
62487,52,GAZE
62496,48,GAZE
62507,9,GAZE
62518,79,GAZE
62529,89,GAZE
62541,01,GAZE
62552,36,GAZE
62563,37,GAZE
62574,43,GAZE
62585,36,GAZE
62596,35,GAZE
62608,22,GAZE
62619,24,GAZE
62630,29,GAZE
62641,51,GAZE
62652,54,GAZE
62663,81,GAZE
62675,44,GAZE
62685,83,GAZE
62697,11,GAZE
62708,72,GAZE
62719,21,GAZE
62730,41,GAZE
62741,68,GAZE
62752,59,GAZE
62763,85,GAZE
62775,68,GAZE
62785,89,GAZE
62797,05,GAZE
62808,13,GAZE
62819,42,GAZE
62830,36,GAZE
62841,6,GAZE
62852,63,GAZE
62864,12,GAZE
62874,87,GAZE
62885,98,GAZE
62896,89,GAZE
62908,51,GAZE
62919,12,GAZE
62930,42,GAZE
62941,33,GAZE
62952,53,GAZE
62963,63,GAZE
62975,46,GAZE
62986,32,GAZE
62996,96,GAZE
63008,28,GAZE
63019,15,GAZE
63030,25,GAZE
63041,46,GAZE
63052,56,GAZE
63063,76,GAZE
63075,23,GAZE
63086,2,GAZE
63097,27,GAZE
63108,81,GAZE
63119,55,GAZE
63130,36,GAZE
63141,62,GAZE
63152,42,GAZE
63164,14,GAZE
63174,97,GAZE
63186,GAZE,-0
63196,86,GAZE
63207,82,GAZE
63219,32,GAZE
63230,26,GAZE
63241,67,GAZE
63252,44,GAZE
63263,59,GAZE
63275,06,GAZE
63286,02,GAZE
63296,68,GAZE
63307,91,GAZE
63319,09,GAZE
63330,63,GAZE
63340,97,GAZE
63352,62,GAZE
63363,73,GAZE
63375,24,GAZE
63386,21,GAZE
63396,74,GAZE
63407,86,GAZE
63419,39,GAZE
63430,02,GAZE
63441,8,GAZE
63452,85,GAZE
63463,55,GAZE
63474,8,GAZE
63487,79,GAZE
63508,53,GAZE
63518,62,GAZE
63529,69,GAZE
63540,86,GAZE
63552,1,GAZE
63562,99,GAZE
63574,4,GAZE
63585,43,GAZE
63596,54,GAZE
63607,66,GAZE
63619,35,GAZE
63630,18,GAZE
63641,68,GAZE
63652,7,GAZE
63663,8,GAZE
63675,32,GAZE
63685,88,GAZE
63696,97,GAZE
63708,39,GAZE
63718,97,GAZE
63730,42,GAZE
63741,34,GAZE
63752,93,GAZE
63763,51,GAZE
63774,71,GAZE
63785,87,GAZE
63797,09,GAZE
63807,96,GAZE
63819,36,GAZE
63830,51,GAZE
63841,57,GAZE
63853,14,GAZE
63864,GAZE,-0
63875,07,GAZE
63885,95,GAZE
63897,11,GAZE
63909,14,GAZE
63919,21,GAZE
63930,25,GAZE
63941,27,GAZE
63952,65,GAZE
63964,14,GAZE
63974,91,GAZE
63985,92,GAZE
63997,11,GAZE
64007,99,GAZE
64019,11,GAZE
64030,01,GAZE
64041,63,GAZE
64052,36,GAZE
64063,62,GAZE
64074,96,GAZE
64086,07,GAZE
64096,72,GAZE
64108,36,GAZE
64119,1,GAZE
64130,33,GAZE
64141,38,GAZE
64152,31,GAZE
64163,59,GAZE
64175,41,GAZE
64185,73,GAZE
64197,22,GAZE
64208,15,GAZE
64219,55,GAZE
64230,31,GAZE
64241,55,GAZE
64252,78,GAZE
64263,77,GAZE
64275,GAZE,-0
64286,19,GAZE
64296,89,GAZE
64308,18,GAZE
64319,46,GAZE
64330,42,GAZE
64341,38,GAZE
64352,62,GAZE
64363,92,GAZE
64375,72,GAZE
64385,82,GAZE
64396,83,GAZE
64408,33,GAZE
64419,47,GAZE
64430,21,GAZE
64441,49,GAZE
64452,31,GAZE
64463,39,GAZE
64474,84,GAZE
64486,82,GAZE
64496,48,GAZE
64507,93,GAZE
64518,71,GAZE
64530,24,GAZE
64540,97,GAZE
64552,56,GAZE
64563,13,GAZE
64574,64,GAZE
64585,43,GAZE
64596,59,GAZE
64608,32,GAZE
64619,17,GAZE
64630,35,GAZE
64641,49,GAZE
64652,46,GAZE
64664,06,GAZE
64674,96,GAZE
64685,93,GAZE
64697,2,GAZE
64708,2,GAZE
64719,05,GAZE
64730,68,GAZE
64741,5,GAZE
64752,57,GAZE
64763,49,GAZE
64775,38,GAZE
64786,GAZE,-0
64797,13,GAZE
64807,93,GAZE
64819,2,GAZE
64830,27,GAZE
64841,64,GAZE
64852,72,GAZE
64863,65,GAZE
64875,18,GAZE
64885,93,GAZE
64896,8,GAZE
64908,3,GAZE
64918,91,GAZE
64930,52,GAZE
64941,23,GAZE
64952,53,GAZE
64963,48,GAZE
64975,42,GAZE
64986,3,GAZE
64996,96,GAZE
65007,95,GAZE
65019,47,GAZE
65030,24,GAZE
65041,43,GAZE
65052,83,GAZE
65063,77,GAZE
65074,96,GAZE
65086,04,GAZE
65096,72,GAZE
65108,5,GAZE
65119,16,GAZE
65130,37,GAZE
65141,23,GAZE
65152,41,GAZE
65163,5,GAZE
65174,89,GAZE
65185,75,GAZE
65197,32,GAZE
65208,22,GAZE
