timestamp,type,data
19834.25,TRIAL_START,I want to hold your hand.
19960.32,GAZE,-0.02388013;-0.2804739
19980.17,GAZE,-0.02070203;-0.2811191
19987.23,GAZE,-0.02011021;-0.2816533
20001.03,GAZE,-0.01861007;-0.2811935
20015.44,GAZE,-0.01746416;-0.2790513
20029.27,GAZE,-0.01654614;-0.277588
20046.43,GAZE,-0.01689704;-0.2766248
20057.76,GAZE,-0.01783207;-0.2765928
20071.99,GAZE,-0.01874413;-0.2768134
20086.17,GAZE,-0.0192976;-0.277002
20099.67,GAZE,-0.01973765;-0.2766394
20123.11,GAZE,-0.01997076;-0.2759968
20141.44,GAZE,-0.02002047;-0.2751821
20155.28,GAZE,-0.01996222;-0.274337
20169.2,GAZE,-0.01997795;-0.2741587
20183.2,GAZE,-0.0202399;-0.2735403
20196.46,GAZE,-0.02054486;-0.272501
20210.52,GAZE,-0.02054437;-0.2719515
20224.38,GAZE,-0.02035295;-0.2710403
20237.98,GAZE,-0.02005639;-0.2702951
20252.47,GAZE,-0.01970252;-0.2691921
20265.63,GAZE,-0.01940321;-0.2685619
20279.59,GAZE,-0.01899987;-0.2680153
20295.14,GAZE,-0.01883041;-0.2676363
20308.42,GAZE,-0.01886834;-0.2672394
20322.22,GAZE,-0.01900232;-0.266932
20335.94,GAZE,-0.01899442;-0.2666155
20350.36,GAZE,-0.0186917;-0.2664322
20364.06,GAZE,-0.01833848;-0.266272
20378.45,GAZE,-0.01806745;-0.2661448
20391.53,GAZE,-0.01797771;-0.2660975
20405.92,GAZE,-0.01792673;-0.2660979
20419.64,GAZE,-0.01781032;-0.2661165
20433.27,GAZE,-0.01754681;-0.2660928
20447.65,GAZE,-0.01719944;-0.2659937
20461.61,GAZE,-0.01682308;-0.2658527
20475.24,GAZE,-0.01650406;-0.2657693
20488.54,GAZE,-0.01634407;-0.2657352
20502.68,GAZE,-0.01612789;-0.2657487
20517.17,GAZE,-0.01594667;-0.2657897
20530.93,GAZE,-0.01594662;-0.2657894
20545.38,GAZE,-0.01555493;-0.2659128
20558.83,GAZE,-0.01534131;-0.2660044
20572.75,GAZE,-0.0153062;-0.2660321
20586.57,GAZE,-0.01530617;-0.2660321
20600.54,GAZE,-0.01530614;-0.2660321
20614.48,GAZE,-0.01526251;-0.2660592
20628.54,GAZE,-0.01526245;-0.2660592
20642.36,GAZE,-0.01526242;-0.2660592
20656.23,GAZE,-0.01442908;-0.2664212
20669.82,GAZE,-0.01395444;-0.2662963
20683.23,GAZE,-0.01292692;-0.2658122
20697.81,GAZE,-0.01172019;-0.2651555
20712.06,GAZE,-0.02779536;-0.2501503
20712.06,CONTEXT_CHANGE,Previous;Current
20725.55,GAZE,-0.02381866;-0.2481268
20739.3,GAZE,-0.02144525;-0.2464943
20752.93,GAZE,-0.0202874;-0.2452864
20767.2,GAZE,-0.01964681;-0.2443845
20781.21,GAZE,-0.01930794;-0.2436851
20795.81,GAZE,-0.01898056;-0.2433295
20810.01,GAZE,-0.01807783;-0.2424723
20823.78,GAZE,-0.01807783;-0.2424723
20837.56,GAZE,-0.01433547;-0.2391005
20851.65,GAZE,-0.01281439;-0.2376577
20865.25,GAZE,-0.01064477;-0.2358241
20882.27,GAZE,-0.009229617;-0.234693
20892.92,GAZE,-0.008836827;-0.2344505
20906.89,GAZE,-0.009741876;-0.2357759
20920.2,GAZE,-0.01033761;-0.2364296
20934.15,GAZE,-0.01066438;-0.2367093
20948.06,GAZE,-0.01107055;-0.2368793
20962.49,GAZE,-0.01153973;-0.2369885
20976.81,GAZE,-0.01184523;-0.2370003
20989.7,GAZE,-0.01186962;-0.2368983
21003.96,GAZE,-0.01179782;-0.2368015
21017.4,GAZE,-0.01170118;-0.2367609
21033.13,GAZE,-0.01171989;-0.2368698
21046.57,GAZE,-0.01177527;-0.2369509
21059.95,GAZE,-0.01188576;-0.2371383
21074.45,GAZE,-0.01215091;-0.2373698
21087.94,GAZE,-0.01215088;-0.2373698
21101.82,GAZE,-0.01236989;-0.2372902
21115.12,GAZE,-0.01237752;-0.2372895
21129.69,GAZE,-0.01230882;-0.2372818
21143.29,GAZE,-0.01230882;-0.2372818
21157.04,GAZE,-0.01221218;-0.2373828
21171.63,GAZE,-0.0121061;-0.2373531
21185,GAZE,-0.01202222;-0.2373361
21199,GAZE,-0.01193924;-0.2373624
21212.91,GAZE,-0.01192433;-0.2375393
21227.48,GAZE,-0.01204016;-0.2378049
21240.72,GAZE,-0.01215213;-0.2378883
21254.36,GAZE,-0.01218553;-0.2379696
21268.24,GAZE,-0.01219098;-0.2380042
21282.68,GAZE,-0.01194802;-0.2381042
21296.84,GAZE,-0.01163822;-0.2382099
21311.74,GAZE,-0.01138534;-0.2383983
21324.72,GAZE,-0.01119118;-0.2386204
21338.58,GAZE,-0.01097791;-0.2387828
21352.42,GAZE,-0.01067231;-0.2390358
21366.22,GAZE,-0.01016975;-0.2394609
21380.29,GAZE,-0.009957659;-0.2396588
21394.09,GAZE,-0.009505207;-0.240045
21408.6,GAZE,-0.00919965;-0.2404599
21421.33,GAZE,-0.008973587;-0.2406269
21434.38,GAZE,-0.008728703;-0.2408142
21448.61,GAZE,-0.008507033;-0.2409741
21462.52,GAZE,-0.008375217;-0.2411828
21477.3,GAZE,-0.008267527;-0.2415194
21491.29,GAZE,-0.00826112;-0.2420433
21504.55,GAZE,-0.008295523;-0.2423806
21519.17,GAZE,-0.008294019;-0.2427326
21534.09,GAZE,-0.008142387;-0.243047
21547.97,GAZE,-0.007923095;-0.2432136
21561.72,GAZE,-0.007704178;-0.2434566
21575.1,GAZE,-0.007420237;-0.2436729
21589.36,GAZE,-0.007046849;-0.2439331
21603.42,GAZE,-0.006832734;-0.2442085
21616.6,GAZE,-0.006713181;-0.2443478
21631.74,GAZE,-0.00646089;-0.2445827
21644.85,GAZE,-0.005716262;-0.2448143
21657.81,GAZE,-0.005206079;-0.2448602
21672.06,GAZE,-0.004893621;-0.2449003
21685.5,GAZE,-0.0046236;-0.2448916
21699.42,GAZE,-0.00423931;-0.2448736
21713.23,GAZE,-0.002957102;-0.2448035
21727.73,GAZE,-0.001960855;-0.2447311
21741.67,GAZE,-0.001333036;-0.2446554
21755.3,GAZE,-0.0003724206;-0.2444352
21770.54,GAZE,0.002314089;-0.2436959
21784.56,GAZE,0.004565532;-0.2432991
21798.42,GAZE,0.01111498;-0.2421681
21812.52,GAZE,0.01976769;-0.2412772
21826.55,GAZE,0.03110183;-0.2399942
21839.91,GAZE,0.08515376;-0.2016201
21839.91,CONTEXT_CHANGE,Current;Next
21839.91,TEXT_CHANGE,G
21854.87,GAZE,0.1028201;-0.2013853
21868.51,GAZE,0.1158224;-0.2038755
21880.74,GAZE,0.1213032;-0.2049768
21895.22,GAZE,0.119606;-0.2060592
21908.84,GAZE,0.1115799;-0.2075501
21923.84,GAZE,0.09593171;-0.2088525
21937.02,GAZE,0.08028522;-0.2080904
21951.37,GAZE,0.02849702;-0.2436358
21951.37,CONTEXT_CHANGE,Next;Current
21965.11,GAZE,0.01638118;-0.244897
21978.35,GAZE,0.007254426;-0.2458953
21993.72,GAZE,0.004194673;-0.2456302
22007.88,GAZE,0.006165318;-0.2445684
22021.54,GAZE,0.009574128;-0.2431986
22035.46,GAZE,0.01105806;-0.2424759
22049.51,GAZE,0.01200161;-0.2424158
22063.3,GAZE,0.01065971;-0.2424906
22077.68,GAZE,0.004912287;-0.2424794
22091.38,GAZE,0.001414045;-0.2420171
22104.03,GAZE,-0.002557248;-0.2417487
22116.85,GAZE,-0.006867443;-0.2418339
22132.96,GAZE,-0.01400042;-0.2424183
22145.32,GAZE,-0.01919053;-0.2419312
22160.01,GAZE,-0.02365092;-0.2404927
22172.53,GAZE,-0.02725543;-0.239066
22187.21,GAZE,-0.03031682;-0.2378271
22204.1,GAZE,-0.03468552;-0.2364549
