timestamp,type,data
155814.9,TRIAL_START,the punishment should fit the crime
155840.8,CTX_POS,InactiveNext;-2.36373;1.21655;-8.960819;-0.03510801;0.9987269;-0.03622219;0.9677367;0.02492512;-0.250728;0.249506;0.0438561;0.9673797;Next;0.4702657;2.725734;2.127603;-0.03510801;0.9987269;-0.03622219;0.9677367;0.02492512;-0.250728;0.249506;0.0438561;0.9673797;Current;0.100614;2.528883;0.6812872;-0.03510801;0.9987269;-0.03622219;0.9677367;0.02492512;-0.250728;0.249506;0.0438561;0.9673797;Previous;-0.2690376;2.332033;-0.7650288;-0.03510801;0.9987269;-0.03622219;0.9677367;0.02492512;-0.250728;0.249506;0.0438561;0.9673797;InactivePrevious;-2.36373;1.21655;-8.960819;-0.03510801;0.9987269;-0.03622219;0.9677367;0.02492512;-0.250728;0.249506;0.0438561;0.9673797
155840.8,KEY_POS,Key_Q;Q;InactiveNext;0.0261806;0.0261806;-0.1963545;-0.2181717;Key_W;W;InactiveNext;0.0261806;0.0261806;-0.1527202;-0.2181717;Key_E;E;InactiveNext;0.0261806;0.0261806;-0.1090858;-0.2181717;Key_R;R;InactiveNext;0.0261806;0.0261806;-0.06545151;-0.2181717;Key_T;T;InactiveNext;0.0261806;0.0261806;-0.02181717;-0.2181717;Key_Y;Y;InactiveNext;0.0261806;0.0261806;0.02181717;-0.2181717;Key_U;U;InactiveNext;0.0261806;0.0261806;0.0654515;-0.2181717;Key_I;I;InactiveNext;0.0261806;0.0261806;0.1090858;-0.2181717;Key_O;O;InactiveNext;0.0261806;0.0261806;0.1527202;-0.2181717;Key_P;P;InactiveNext;0.0261806;0.0261806;0.1963545;-0.2181717;Key_A;A;InactiveNext;0.0261806;0.0261806;-0.1745374;-0.261806;Key_S;S;InactiveNext;0.0261806;0.0261806;-0.130903;-0.261806;Key_D;D;InactiveNext;0.0261806;0.0261806;-0.08726868;-0.261806;Key_F;F;InactiveNext;0.0261806;0.0261806;-0.04363435;-0.261806;Key_G;G;InactiveNext;0.0261806;0.0261806;-7.450581E-09;-0.261806;Key_H;H;InactiveNext;0.0261806;0.0261806;0.04363433;-0.261806;Key_J;J;InactiveNext;0.0261806;0.0261806;0.08726867;-0.261806;Key_K;K;InactiveNext;0.0261806;0.0261806;0.130903;-0.261806;Key_L;L;InactiveNext;0.0261806;0.0261806;0.1745373;-0.261806;Key_Z;Z;InactiveNext;0.0261806;0.0261806;-0.1527202;-0.3054404;Key_X;X;InactiveNext;0.0261806;0.0261806;-0.1090859;-0.3054404;Key_C;C;InactiveNext;0.0261806;0.0261806;-0.06545152;-0.3054404;Key_V;V;InactiveNext;0.0261806;0.0261806;-0.02181718;-0.3054404;Key_B;B;InactiveNext;0.0261806;0.0261806;0.02181716;-0.3054404;Key_N;N;InactiveNext;0.0261806;0.0261806;0.0654515;-0.3054404;Key_M;M;InactiveNext;0.0261806;0.0261806;0.1090858;-0.3054404;Key_';';InactiveNext;0.0261806;0.0261806;0.1527202;-0.3054404;Candidate_1;;InactiveNext;0.08028718;0.0261806;-0.1954818;-0.04363433;Candidate_2;;InactiveNext;0.08028718;0.0261806;-0.09774092;-0.04363433;Candidate_3;;InactiveNext;0.08028718;0.0261806;-3.72529E-09;-0.04363433;Candidate_4;;InactiveNext;0.08028718;0.0261806;0.09774091;-0.04363433;Candidate_5;;InactiveNext;0.08028718;0.0261806;0.1954818;-0.04363433;Backspace;←;InactiveNext;0.08028718;0.0261806;0.1954818;-0.130903;Key_Q;Q;Next;0.0261806;0.0261806;-0.1963545;-0.2181717;Key_W;W;Next;0.0261806;0.0261806;-0.1527202;-0.2181717;Key_E;E;Next;0.0261806;0.0261806;-0.1090858;-0.2181717;Key_R;R;Next;0.0261806;0.0261806;-0.06545151;-0.2181717;Key_T;T;Next;0.0261806;0.0261806;-0.02181717;-0.2181717;Key_Y;Y;Next;0.0261806;0.0261806;0.02181717;-0.2181717;Key_U;U;Next;0.0261806;0.0261806;0.0654515;-0.2181717;Key_I;I;Next;0.0261806;0.0261806;0.1090858;-0.2181717;Key_O;O;Next;0.0261806;0.0261806;0.1527202;-0.2181717;Key_P;P;Next;0.0261806;0.0261806;0.1963545;-0.2181717;Key_A;A;Next;0.0261806;0.0261806;-0.1745374;-0.261806;Key_S;S;Next;0.0261806;0.0261806;-0.130903;-0.261806;Key_D;D;Next;0.0261806;0.0261806;-0.08726868;-0.261806;Key_F;F;Next;0.0261806;0.0261806;-0.04363435;-0.261806;Key_G;G;Next;0.0261806;0.0261806;-7.450581E-09;-0.261806;Key_H;H;Next;0.0261806;0.0261806;0.04363433;-0.261806;Key_J;J;Next;0.0261806;0.0261806;0.08726867;-0.261806;Key_K;K;Next;0.0261806;0.0261806;0.130903;-0.261806;Key_L;L;Next;0.0261806;0.0261806;0.1745373;-0.261806;Key_Z;Z;Next;0.0261806;0.0261806;-0.1527202;-0.3054404;Key_X;X;Next;0.0261806;0.0261806;-0.1090859;-0.3054404;Key_C;C;Next;0.0261806;0.0261806;-0.06545152;-0.3054404;Key_V;V;Next;0.0261806;0.0261806;-0.02181718;-0.3054404;Key_B;B;Next;0.0261806;0.0261806;0.02181716;-0.3054404;Key_N;N;Next;0.0261806;0.0261806;0.0654515;-0.3054404;Key_M;M;Next;0.0261806;0.0261806;0.1090858;-0.3054404;Key_';';Next;0.0261806;0.0261806;0.1527202;-0.3054404;Candidate_1;;Next;0.08028718;0.0261806;-0.1954818;-0.04363433;Candidate_2;;Next;0.08028718;0.0261806;-0.09774092;-0.04363433;Candidate_3;;Next;0.08028718;0.0261806;-3.72529E-09;-0.04363433;Candidate_4;;Next;0.08028718;0.0261806;0.09774091;-0.04363433;Candidate_5;;Next;0.08028718;0.0261806;0.1954818;-0.04363433;Backspace;←;Next;0.08028718;0.0261806;0.1954818;-0.130903;Key_Q;Q;Current;0.0261806;0.0261806;-0.1963545;-0.2181717;Key_W;W;Current;0.0261806;0.0261806;-0.1527202;-0.2181717;Key_E;E;Current;0.0261806;0.0261806;-0.1090858;-0.2181717;Key_R;R;Current;0.0261806;0.0261806;-0.06545151;-0.2181717;Key_T;T;Current;0.0261806;0.0261806;-0.02181717;-0.2181717;Key_Y;Y;Current;0.0261806;0.0261806;0.02181717;-0.2181717;Key_U;U;Current;0.0261806;0.0261806;0.0654515;-0.2181717;Key_I;I;Current;0.0261806;0.0261806;0.1090858;-0.2181717;Key_O;O;Current;0.0261806;0.0261806;0.1527202;-0.2181717;Key_P;P;Current;0.0261806;0.0261806;0.1963545;-0.2181717;Key_A;A;Current;0.0261806;0.0261806;-0.1745374;-0.261806;Key_S;S;Current;0.0261806;0.0261806;-0.130903;-0.261806;Key_D;D;Current;0.0261806;0.0261806;-0.08726868;-0.261806;Key_F;F;Current;0.0261806;0.0261806;-0.04363435;-0.261806;Key_G;G;Current;0.0261806;0.0261806;-7.450581E-09;-0.261806;Key_H;H;Current;0.0261806;0.0261806;0.04363433;-0.261806;Key_J;J;Current;0.0261806;0.0261806;0.08726867;-0.261806;Key_K;K;Current;0.0261806;0.0261806;0.130903;-0.261806;Key_L;L;Current;0.0261806;0.0261806;0.1745373;-0.261806;Key_Z;Z;Current;0.0261806;0.0261806;-0.1527202;-0.3054404;Key_X;X;Current;0.0261806;0.0261806;-0.1090859;-0.3054404;Key_C;C;Current;0.0261806;0.0261806;-0.06545152;-0.3054404;Key_V;V;Current;0.0261806;0.0261806;-0.02181718;-0.3054404;Key_B;B;Current;0.0261806;0.0261806;0.02181716;-0.3054404;Key_N;N;Current;0.0261806;0.0261806;0.0654515;-0.3054404;Key_M;M;Current;0.0261806;0.0261806;0.1090858;-0.3054404;Key_';';Current;0.0261806;0.0261806;0.1527202;-0.3054404;Candidate_1;yet;Current;0.08028718;0.0261806;-0.1954818;-0.04363433;Candidate_2;yacht;Current;0.08028718;0.0261806;-0.09774092;-0.04363433;Candidate_3;yeast;Current;0.08028718;0.0261806;-3.72529E-09;-0.04363433;Candidate_4;yearly;Current;0.08028718;0.0261806;0.09774091;-0.04363433;Candidate_5;yesterday;Current;0.08028718;0.0261806;0.1954818;-0.04363433;Backspace;←;Current;0.08028718;0.0261806;0.1954818;-0.130903;Key_Q;Q;Previous;0.0261806;0.0261806;-0.1963545;-0.2181717;Key_W;W;Previous;0.0261806;0.0261806;-0.1527202;-0.2181717;Key_E;E;Previous;0.0261806;0.0261806;-0.1090858;-0.2181717;Key_R;R;Previous;0.0261806;0.0261806;-0.06545151;-0.2181717;Key_T;T;Previous;0.0261806;0.0261806;-0.02181717;-0.2181717;Key_Y;Y;Previous;0.0261806;0.0261806;0.02181717;-0.2181717;Key_U;U;Previous;0.0261806;0.0261806;0.0654515;-0.2181717;Key_I;I;Previous;0.0261806;0.0261806;0.1090858;-0.2181717;Key_O;O;Previous;0.0261806;0.0261806;0.1527202;-0.2181717;Key_P;P;Previous;0.0261806;0.0261806;0.1963545;-0.2181717;Key_A;A;Previous;0.0261806;0.0261806;-0.1745374;-0.261806;Key_S;S;Previous;0.0261806;0.0261806;-0.130903;-0.261806;Key_D;D;Previous;0.0261806;0.0261806;-0.08726868;-0.261806;Key_F;F;Previous;0.0261806;0.0261806;-0.04363435;-0.261806;Key_G;G;Previous;0.0261806;0.0261806;-7.450581E-09;-0.261806;Key_H;H;Previous;0.0261806;0.0261806;0.04363433;-0.261806;Key_J;J;Previous;0.0261806;0.0261806;0.08726867;-0.261806;Key_K;K;Previous;0.0261806;0.0261806;0.130903;-0.261806;Key_L;L;Previous;0.0261806;0.0261806;0.1745373;-0.261806;Key_Z;Z;Previous;0.0261806;0.0261806;-0.1527202;-0.3054404;Key_X;X;Previous;0.0261806;0.0261806;-0.1090859;-0.3054404;Key_C;C;Previous;0.0261806;0.0261806;-0.06545152;-0.3054404;Key_V;V;Previous;0.0261806;0.0261806;-0.02181718;-0.3054404;Key_B;B;Previous;0.0261806;0.0261806;0.02181716;-0.3054404;Key_N;N;Previous;0.0261806;0.0261806;0.0654515;-0.3054404;Key_M;M;Previous;0.0261806;0.0261806;0.1090858;-0.3054404;Key_';';Previous;0.0261806;0.0261806;0.1527202;-0.3054404;Candidate_1;;Previous;0.08028718;0.0261806;-0.1954818;-0.04363433;Candidate_2;;Previous;0.08028718;0.0261806;-0.09774092;-0.04363433;Candidate_3;;Previous;0.08028718;0.0261806;-3.72529E-09;-0.04363433;Candidate_4;;Previous;0.08028718;0.0261806;0.09774091;-0.04363433;Candidate_5;;Previous;0.08028718;0.0261806;0.1954818;-0.04363433;Backspace;←;Previous;0.08028718;0.0261806;0.1954818;-0.130903;Key_Q;Q;InactivePrevious;0.0261806;0.0261806;-0.1963545;-0.2181717;Key_W;W;InactivePrevious;0.0261806;0.0261806;-0.1527202;-0.2181717;Key_E;E;InactivePrevious;0.0261806;0.0261806;-0.1090858;-0.2181717;Key_R;R;InactivePrevious;0.0261806;0.0261806;-0.06545151;-0.2181717;Key_T;T;InactivePrevious;0.0261806;0.0261806;-0.02181717;-0.2181717;Key_Y;Y;InactivePrevious;0.0261806;0.0261806;0.02181717;-0.2181717;Key_U;U;InactivePrevious;0.0261806;0.0261806;0.0654515;-0.2181717;Key_I;I;InactivePrevious;0.0261806;0.0261806;0.1090858;-0.2181717;Key_O;O;InactivePrevious;0.0261806;0.0261806;0.1527202;-0.2181717;Key_P;P;InactivePrevious;0.0261806;0.0261806;0.1963545;-0.2181717;Key_A;A;InactivePrevious;0.0261806;0.0261806;-0.1745374;-0.261806;Key_S;S;InactivePrevious;0.0261806;0.0261806;-0.130903;-0.261806;Key_D;D;InactivePrevious;0.0261806;0.0261806;-0.08726868;-0.261806;Key_F;F;InactivePrevious;0.0261806;0.0261806;-0.04363435;-0.261806;Key_G;G;InactivePrevious;0.0261806;0.0261806;-7.450581E-09;-0.261806;Key_H;H;InactivePrevious;0.0261806;0.0261806;0.04363433;-0.261806;Key_J;J;InactivePrevious;0.0261806;0.0261806;0.08726867;-0.261806;Key_K;K;InactivePrevious;0.0261806;0.0261806;0.130903;-0.261806;Key_L;L;InactivePrevious;0.0261806;0.0261806;0.1745373;-0.261806;Key_Z;Z;InactivePrevious;0.0261806;0.0261806;-0.1527202;-0.3054404;Key_X;X;InactivePrevious;0.0261806;0.0261806;-0.1090859;-0.3054404;Key_C;C;InactivePrevious;0.0261806;0.0261806;-0.06545152;-0.3054404;Key_V;V;InactivePrevious;0.0261806;0.0261806;-0.02181718;-0.3054404;Key_B;B;InactivePrevious;0.0261806;0.0261806;0.02181716;-0.3054404;Key_N;N;InactivePrevious;0.0261806;0.0261806;0.0654515;-0.3054404;Key_M;M;InactivePrevious;0.0261806;0.0261806;0.1090858;-0.3054404;Key_';';InactivePrevious;0.0261806;0.0261806;0.1527202;-0.3054404;Candidate_1;;InactivePrevious;0.08028718;0.0261806;-0.1954818;-0.04363433;Candidate_2;;InactivePrevious;0.08028718;0.0261806;-0.09774092;-0.04363433;Candidate_3;;InactivePrevious;0.08028718;0.0261806;-3.72529E-09;-0.04363433;Candidate_4;;InactivePrevious;0.08028718;0.0261806;0.09774091;-0.04363433;Candidate_5;;InactivePrevious;0.08028718;0.0261806;0.1954818;-0.04363433;Backspace;←;InactivePrevious;0.08028718;0.0261806;0.1954818;-0.130903;textField;---;Current;1;1;0;-0.008726868;textReference;---;Reference;1;1;0;0.01745374
155852.5,GAZE,-0.02280702;-0.0002980903;0.358353;2.706807;2.031407;-0.06056082;2.454546;0.09535842;0.00388515;2.453874;0.07558385;-0.08578417;0.4248553;0.9011876;-0.1222632;0.4232247;0.8977375
155863.3,GAZE,-0.02356452;0.001180004;0.3552743;2.712221;2.03133;-0.06061536;2.454527;0.095384;0.00383684;2.453874;0.07562906;-0.08568734;0.4274711;0.899959;-0.1246258;0.4257011;0.8962405
155873.9,GAZE,-0.02414064;0.001443546;0.3531058;2.713137;2.031702;-0.06070608;2.454473;0.09546442;0.003752589;2.453838;0.07573013;-0.08560906;0.4280303;0.8997006;-0.1259423;0.4261841;0.8958268
155885.5,GAZE,-0.02474689;0.002428733;0.350681;2.716732;2.031737;-0.06079048;2.454454;0.0955146;0.003674507;2.453838;0.0758002;-0.08539315;0.4297869;0.8988833;-0.1279397;0.4278141;0.8947662
155896.5,GAZE,-0.02533971;0.001958743;0.3485905;2.714918;2.032436;-0.06088352;2.454444;0.09557015;0.003587902;2.453849;0.07587625;-0.08517365;0.4290853;0.8992393;-0.1298355;0.4270014;0.8948814
155907.9,GAZE,-0.0255698;0.0008344874;0.3479601;2.71071;2.033138;-0.060956;2.454432;0.09559405;0.003522217;2.453858;0.07592169;-0.08507632;0.4273225;0.9000875;-0.1300838;0.4252295;0.8956887
155919.2,GAZE,-0.02580272;0.0002129413;0.3472197;2.708369;2.033619;-0.06107265;2.454385;0.09563909;0.00341323;2.453833;0.07599127;-0.08488877;0.4263896;0.9005475;-0.1304961;0.4242713;0.8960829
